,realtime,%cpu,rchar,wchar,syscr,syscw,read_bytes,write_bytes,%mem,vmem,rss,peak_vmem,peak_rss,vol_ctxt,inv_ctxt,scheme,samples,threads,type,iter,size_bytes
338,17262,1441,611204604,476098793,63302,14609,20697088,0,0,2389904,70220,2407628,70616,22879,6218,enteritidis_v1.0.7,1,1,single,9,125358126
339,34903,1201,1121398541,876965441,115591,26891,20697088,0,0,2395228,69884,2407628,70276,45355,43127,enteritidis_v1.0.7,1,1,single,5,234685421
340,36795,1260,1343393503,1046897545,137923,32097,20716544,0,0,2391960,69620,2407628,70016,42168,31150,enteritidis_v1.0.7,1,1,single,10,286748227
341,43089,1259,1488276065,1149722969,151785,35247,20697088,0,0,2393260,70028,2407624,70420,56017,48644,enteritidis_v1.0.7,1,1,single,5,328805369
342,90584,2594,2719715063,2322744808,329012,266954,33657856,2015232,3,9015560,976592,9081700,1027568,72120,4269,enteritidis_v1.0.7,1,4,snippy,1,82913788
343,35865,1434,1498611953,1201888180,156844,36846,20697088,0,0,2395876,69880,2407628,70276,46871,10608,enteritidis_v1.0.7,1,1,single,7,286976208
344,26337,1363,896554085,734938383,95711,22540,20697088,0,0,2389908,70008,2407632,70404,36883,8477,enteritidis_v1.0.7,1,1,single,5,151868003
345,39121,1263,1343393503,1046897545,137919,32097,20697088,0,0,2394808,70140,2407632,70536,54557,43305,enteritidis_v1.0.7,1,1,single,6,286748227
346,27136,1360,996364371,782351360,103112,23993,20697088,0,0,2396980,69384,2407628,69780,33368,11847,enteritidis_v1.0.7,1,1,single,4,204265322
347,17021,1429,665358490,519094265,68898,15927,20697088,0,0,2384388,70068,2407632,70460,24647,4222,enteritidis_v1.0.7,1,1,single,4,136516531
348,225939,4257,6448957245,5121060673,697475,553451,33728512,5959680,8,10102404,2115852,10154996,2486900,155320,147446,enteritidis_v1.0.7,1,16,snippy,1,334336962
349,43677,1244,1520111676,1156116333,153338,35443,20716544,0,0,2397752,69732,2407632,70128,54753,43595,enteritidis_v1.0.7,1,1,single,4,354247650
350,86850,3358,2347822231,1686474334,241630,193015,33693696,5488640,5,11521712,1375468,11778964,1401068,43806,2004,enteritidis_v1.0.7,1,16,snippy,1,97453455
351,144746,2813,3478916293,2861411423,396805,318497,33693696,2572288,4,9064712,1100308,9179100,1124520,81566,22193,enteritidis_v1.0.7,1,4,snippy,1,157901557
352,167198,2739,3762722213,3104949395,429062,344807,33693696,2433024,4,9102600,1222824,9183204,1248476,84176,19814,enteritidis_v1.0.7,1,4,snippy,1,177005607
353,60063,5431,3524439329,2449720551,344488,273226,33693696,8589312,6,10487980,1815404,10597836,1848128,64319,279,enteritidis_v1.0.7,1,32,snippy,1,136516531
354,250615,3030,5035273247,4195320599,572366,486472,33693696,2625536,6,9014664,1564608,9080804,1596280,122985,46852,enteritidis_v1.0.7,1,4,snippy,1,286748227
355,265243,2768,7201728311,6031842793,815170,639357,33693696,2748416,8,9081100,2342168,9092732,2387760,157115,36993,enteritidis_v1.0.7,1,4,snippy,1,347521401
356,28376,1197,802489766,664941439,86429,20396,20697088,0,0,2391708,69472,2407632,69868,36572,32029,enteritidis_v1.0.7,1,1,single,1,127800331
357,27904,1441,1128730813,865408137,114765,26537,20697088,0,0,2391708,70020,2407632,70412,39369,10664,enteritidis_v1.0.7,1,1,single,9,253574934
358,143797,5822,6481895969,5168495202,700848,549495,33693696,6066176,7,10069636,2132648,10116084,2159928,125447,12487,enteritidis_v1.0.7,1,16,snippy,1,317591343
359,23095,1300,803832733,665249416,86503,20404,20697088,0,0,2391964,70240,2407624,70632,34600,8382,enteritidis_v1.0.7,1,1,single,6,128835636
360,35585,1428,1430214157,1102875123,145703,33813,20697088,0,0,1989632,69736,2407628,70128,46719,18093,enteritidis_v1.0.7,1,1,single,8,317591343
361,677871,1086,4013795686,3262879538,455396,423967,33693696,2584576,4,8527832,1052052,8604868,1077672,86398,34494,enteritidis_v1.0.7,1,1,snippy,1,346541347
362,12526,1435,445020969,330454572,44903,10147,20697088,0,0,2392860,69104,2407628,69500,15435,4592,enteritidis_v1.0.7,1,1,single,10,104818648
363,35146,1479,1524258992,1180285125,155662,36184,20697088,0,0,1989632,70112,2407628,70508,47440,11397,enteritidis_v1.0.7,1,1,single,6,334226197
364,37729,1325,1462334307,1118249648,148087,34284,20697088,0,0,2392096,69892,2407628,70288,40039,25480,enteritidis_v1.0.7,1,1,single,3,334336962
365,198618,4032,7283845864,6032508560,816392,639391,33693696,3649536,8,9476148,2356200,9520548,2400172,158264,29774,enteritidis_v1.0.7,1,8,snippy,1,347521401
366,42070,1372,1713385814,1332728972,175408,40855,20697088,0,0,2398772,70116,2407628,70508,57253,18941,enteritidis_v1.0.7,1,1,single,4,370908859
367,40760,1179,1286996593,1027963404,134470,31517,20697088,0,0,2396912,69652,2407624,70044,43615,62829,enteritidis_v1.0.7,1,1,single,8,249285523
368,537803,1120,5234738344,4363452616,595397,477255,33693696,3125248,6,8544216,1786420,8621252,1826488,132237,53399,enteritidis_v1.0.7,1,1,snippy,1,278310884
369,12990,1474,445020966,330454572,44906,10147,20716544,0,0,2391704,69184,2407624,69576,13564,6719,enteritidis_v1.0.7,1,1,single,5,104818648
370,102397,4778,4033644953,3145730775,435436,345654,33728512,5771264,5,10119688,1515632,10196856,1794348,83883,10074,enteritidis_v1.0.7,1,16,snippy,1,168403627
371,46772,1350,1808364688,1357624935,180572,41617,20697088,0,0,2383452,70184,2407632,70564,57450,33448,enteritidis_v1.0.7,1,1,single,3,440992030
372,25144,1574,1206359983,941368751,124065,28864,20697088,0,0,1989632,69680,2407628,70072,41552,1874,enteritidis_v1.0.7,1,1,single,9,255243498
373,43995,1413,1840173680,1358445916,181628,41642,20697088,0,0,2393264,69604,2407628,70000,54587,18550,enteritidis_v1.0.7,1,1,single,6,471980053
374,33015,1396,1279316523,985839178,130386,30227,20716544,0,0,1989632,69836,2407628,70232,46310,11692,enteritidis_v1.0.7,1,1,single,6,283728415
375,25718,1475,1112890157,866665433,114368,26575,20697088,0,0,1989632,69576,2407628,69972,38642,4352,enteritidis_v1.0.7,1,1,single,3,236476990
376,74820,5703,4808317475,3609214974,509633,398895,33693696,10219520,8,10069632,2073360,10170432,2845944,94227,778,enteritidis_v1.0.7,1,32,snippy,1,172173948
377,17090,1453,665358493,519094265,68905,15927,20697088,0,0,2390004,69884,2407628,70280,23967,3460,enteritidis_v1.0.7,1,1,single,1,136516531
378,28746,1189,802489766,664941439,86428,20396,20697088,0,0,2384900,69916,2407628,70308,37076,34233,enteritidis_v1.0.7,1,1,single,4,127800331
379,48298,1319,1835973781,1437679489,188763,44070,20697088,0,0,2396564,69732,2407628,70128,62757,34307,enteritidis_v1.0.7,1,1,single,5,388546758
380,14758,1496,541301565,448638943,58652,13768,20697088,0,0,1989632,69636,2407628,70032,25856,1665,enteritidis_v1.0.7,1,1,single,7,82913788
381,21410,1480,844114239,665962576,87801,20426,20697088,0,0,2394268,69520,2407628,69916,28600,7361,enteritidis_v1.0.7,1,1,single,6,168403627
382,315488,3226,6051829974,4955284826,675736,584741,33693696,2707456,6,9080196,1743404,9211872,1777872,139084,31619,enteritidis_v1.0.7,1,4,snippy,1,443102425
383,190948,5470,7734813595,6236904953,843314,660663,33693696,6369280,9,10201604,2465048,10261444,2505576,165125,52817,enteritidis_v1.0.7,1,16,snippy,1,379008409
384,23131,1349,859543621,672790272,88904,20636,20697088,0,0,2382664,70372,2407624,70764,31589,11596,enteritidis_v1.0.7,1,1,single,9,177005607
385,16492,1383,534265697,398528909,53864,12233,20716544,0,0,2397744,69624,2407624,70020,18274,13976,enteritidis_v1.0.7,1,1,single,6,125988487
386,43605,1299,1686524504,1426627187,183169,43731,20716544,0,0,2393272,70092,2407636,70484,65491,34031,enteritidis_v1.0.7,1,1,single,4,250149771
387,22022,1330,761222185,599391788,79172,18387,20697088,0,0,2391704,69412,2407624,69808,30722,17172,enteritidis_v1.0.7,1,1,single,2,152082639
388,627162,1090,5302891108,4477792650,605241,495446,33728512,3153920,6,8544216,1705788,8621252,1741588,137731,61673,enteritidis_v1.0.7,1,1,snippy,1,286565500
389,89361,6332,5871232663,4447620002,615205,477847,33693696,9719808,11,10069632,2828408,10122224,2837888,100124,1031,enteritidis_v1.0.7,1,32,snippy,1,245502220
390,146579,4757,6136374826,4907504996,669013,523079,33693696,6004736,7,10070536,1967688,10235972,2169104,124963,39198,enteritidis_v1.0.7,1,16,snippy,1,280133839
391,33465,1512,1621759433,1282736713,167994,39323,20697088,0,0,2398772,70140,2407628,70532,51376,2213,enteritidis_v1.0.7,1,1,single,5,329275141
392,246343,2937,5362289550,4477346925,607014,495006,33693696,2416640,6,9015564,1653084,9081704,1687160,127188,43160,enteritidis_v1.0.7,1,4,snippy,1,286565500
393,3767430,1127,117254344125,92061557004,12014286,2821397,20697088,0,0,2373120,82504,2407676,82504,103343,5787215,enteritidis_v1.0.7,96,1,multiple,10,96
394,390899,1721,5903299434,5070020890,697600,551098,33693696,3854336,7,8850808,1907992,8917848,1948168,130025,17787,enteritidis_v1.0.7,1,2,snippy,1,239248233
395,17944,1380,634524352,497804296,66010,15274,20716544,0,0,2390552,69868,2407632,70260,23765,10028,enteritidis_v1.0.7,1,1,single,5,126972365
396,41331,1288,1579945083,1241553228,162974,38061,20697088,0,0,2396132,70032,2407628,70424,60079,36129,enteritidis_v1.0.7,1,1,single,4,328644219
397,36837,1271,1234788827,946730267,125448,29028,20716544,0,0,2387256,69316,2407632,69708,40585,41927,enteritidis_v1.0.7,1,1,single,4,278310884
398,11509,1444,364062662,262729100,36225,8077,20697088,0,0,2389908,69292,2407628,69684,13379,6389,enteritidis_v1.0.7,1,1,single,8,91638000
399,235991,4734,7975469283,6490342836,878675,702363,33693696,6193152,9,10136072,2534724,10203204,2579644,194017,81443,enteritidis_v1.0.7,1,16,snippy,1,388546758
400,84494,6157,5463511014,4085792822,569090,445082,33693696,10510336,10,10069636,2761428,10122228,2779692,107469,852,enteritidis_v1.0.7,1,32,snippy,1,234685421
401,180194,3877,6022142636,5070339524,698022,550977,33693696,4161536,7,9344176,2008072,9408516,2045904,132402,43950,enteritidis_v1.0.7,1,8,snippy,1,239248233
402,52280,1284,1882280547,1593994985,204446,48859,20697088,0,0,2387692,69700,2407628,70096,79545,28471,enteritidis_v1.0.7,1,1,single,8,278537989
403,265644,2975,6135639080,5083085152,687799,556345,33693696,2973696,7,9146636,1946732,9212776,1986152,139703,27670,enteritidis_v1.0.7,1,4,snippy,1,335684179
404,39608,1420,1723715685,1334959694,175921,40923,20697088,0,0,2393260,70076,2407624,70472,59109,11988,enteritidis_v1.0.7,1,1,single,7,379008409
405,319281,1698,4682258550,3888830274,530554,420442,33693696,2924544,5,10499416,1479944,10511048,1511992,105128,25275,enteritidis_v1.0.7,1,2,snippy,1,232490990
406,799081,1092,6264867985,5200998779,699410,562905,33693696,3866624,8,8544212,1999296,8621248,2039904,157990,75602,enteritidis_v1.0.7,1,1,snippy,1,354247650
407,45522,1413,1948252468,1534513029,201022,47036,20697088,0,0,2395876,69828,2407632,70220,63945,21563,enteritidis_v1.0.7,1,1,single,6,403991938
408,432323,1149,5402176513,4524865301,624963,485709,33693696,3096576,8,8609752,2042848,8686788,2105272,156876,53520,enteritidis_v1.0.7,1,1,snippy,1,250246916
409,291402,3466,5533123426,4529834384,629174,570644,33728512,2596864,5,9014664,1387952,9080804,1418552,120533,56454,enteritidis_v1.0.7,1,4,snippy,1,440992030
410,682444,6828,117261131437,92068200901,12013333,2821699,20936704,0,0,17952464,509712,18160028,509712,456350,10791583,enteritidis_v1.0.7,96,8,multiple,2,96
411,33371,1480,1462334308,1118249648,148082,34284,20697088,0,0,1989628,69660,2407624,70052,49095,8601,enteritidis_v1.0.7,1,1,single,9,334336962
412,29009,1333,996364371,782351360,103117,23993,20697088,0,0,2394812,69780,2407628,70176,37477,26425,enteritidis_v1.0.7,1,1,single,6,204265322
413,1102954,1087,7702888031,6522433699,888366,790790,33693696,4120576,4,6887760,1296272,6899392,1318324,161219,59181,enteritidis_v1.0.7,1,1,snippy,1,539404213
414,61341,6303,3613645046,2490168963,350401,285723,33693696,10027008,6,11031924,1684604,11043556,1718376,55690,62,enteritidis_v1.0.7,1,32,snippy,1,158870730
415,22663,1394,859543620,672790272,88901,20636,20697088,0,0,1989632,69876,2407628,70272,30965,11647,enteritidis_v1.0.7,1,1,single,2,177005607
416,21864,1567,1061279206,854224129,111655,26195,20716544,0,0,2396912,69892,2407624,70284,39339,1025,enteritidis_v1.0.7,1,1,single,4,197307350
417,18852,1285,665358491,519094265,68904,15927,20697088,0,0,2382104,69892,2407632,70288,22054,8014,enteritidis_v1.0.7,1,1,single,2,136516531
418,297350,1724,5422815790,4524689912,624853,485512,33693696,2818048,7,8915444,1889060,8982484,1950660,140046,19288,enteritidis_v1.0.7,1,2,snippy,1,250246916
419,40299,1421,1765005794,1394296230,182615,42741,20716544,0,0,2385184,69852,2407624,70248,59537,10564,enteritidis_v1.0.7,1,1,single,1,360962023
420,222957,1771,4227144689,3603551816,500560,397788,33693696,2502656,5,8850808,1410236,8917848,1441592,87225,5228,enteritidis_v1.0.7,1,2,snippy,1,172173948
421,21902,1513,956459626,774537946,101165,23753,20697088,0,0,1989640,69712,2407636,70104,35037,3027,enteritidis_v1.0.7,1,1,single,10,172173948
422,23141,1327,844114238,665962576,87803,20426,20716544,0,0,2384388,69848,2407628,70244,32484,17648,enteritidis_v1.0.7,1,1,single,1,168403627
423,22028,1500,864357035,617414555,83974,18939,20697088,0,0,2394272,69792,2407636,70184,28318,8832,enteritidis_v1.0.7,1,1,single,2,237194140
424,235970,2870,5941719375,5069793927,698056,550951,33728512,3457024,8,10565980,2083520,10577612,2122964,142929,18936,enteritidis_v1.0.7,1,4,snippy,1,239248233
425,25648,1553,1236312850,976061976,128153,29928,20697088,0,0,1989628,69912,2407624,70304,43401,749,enteritidis_v1.0.7,1,1,single,5,250503194
426,26136,1521,1204200397,942475820,124103,28899,20697088,0,0,1989632,70004,2407628,70400,42922,2981,enteritidis_v1.0.7,1,1,single,3,251976854
427,37292,1356,1455831646,1165419421,152218,35728,20716544,0,0,2392612,69612,2407636,70004,44461,18283,enteritidis_v1.0.7,1,1,single,9,280664581
428,204503,1703,3361906309,2838936803,396350,316767,33693696,2322432,4,9434392,1126672,9510532,1156872,77306,9783,enteritidis_v1.0.7,1,2,snippy,1,133140452
429,84205,4882,4988297294,3823332964,537718,424336,33693696,9973760,10,10200708,2775800,10228724,2857556,115483,493,enteritidis_v1.0.7,1,32,snippy,1,151868003
430,290869,2932,7488512956,6234624978,840604,660354,33728512,3289088,10,9081100,2506184,9147240,2551652,164072,24186,enteritidis_v1.0.7,1,4,snippy,1,379008409
431,158232,3731,4688046011,3693618610,509746,401964,33693696,5996544,6,11597112,1858264,12263264,2221632,99099,29280,enteritidis_v1.0.7,1,16,snippy,1,204265322
432,24742,1195,727852811,559234352,74480,17157,20716544,0,0,2390004,69568,2407628,69964,30339,32702,enteritidis_v1.0.7,1,1,single,1,158870730
433,37287,1376,1462334304,1118249648,148082,34284,20697088,0,0,2391964,70144,2407628,70536,40667,24101,enteritidis_v1.0.7,1,1,single,5,334336962
434,39289,1241,1336465206,1040152010,137108,31890,20697088,0,0,2386968,69980,2407628,70376,39328,38253,enteritidis_v1.0.7,1,1,single,10,286565500
435,34151,1484,1490836614,1145404768,151445,35115,20697088,0,0,2391960,69784,2407628,70180,46727,7606,enteritidis_v1.0.7,1,1,single,5,335684179
436,16462,1605,761222187,599391788,79167,18387,20697088,0,0,1989636,69996,2407632,70392,27396,741,enteritidis_v1.0.7,1,1,single,8,152082639
437,198655,6141,5772509295,4532149656,631344,570951,33693696,5779456,7,10070532,1947128,10119028,2172100,123331,148891,enteritidis_v1.0.7,1,16,snippy,1,440992030
438,354693,6302,14938063629,12468985794,1653236,1399324,33693696,6115328,18,10267144,4796500,10278776,4881824,378637,243558,enteritidis_v1.0.7,1,16,snippy,1,911538626
439,262673,4318,9331865277,7842516439,1057558,837686,33693696,4116480,12,9541684,3171476,9606024,3236556,231719,89056,enteritidis_v1.0.7,1,8,snippy,1,430217069
440,46721,1356,1840173679,1358445916,181617,41642,20697088,0,0,1989628,69868,2407624,70264,57869,33989,enteritidis_v1.0.7,1,1,single,2,471980053
441,37565,1224,1315404560,1039703447,136415,31877,20716544,0,0,2373616,69416,2407628,69812,40994,39860,enteritidis_v1.0.7,1,1,single,8,265953442
442,126919,2765,3649185371,3030862954,420056,336855,33728512,2195456,3,8998276,1051292,9064416,1075956,74088,7320,enteritidis_v1.0.7,1,4,snippy,1,168746932
443,224292,2668,6254842542,5248723456,715866,550723,33693696,2588672,8,9081100,2275016,9147240,2343804,163866,23050,enteritidis_v1.0.7,1,4,snippy,1,290075585
444,355205,1776,5952324135,5046873454,687695,543042,33728512,3207168,7,8850804,1958556,8917844,1997260,132138,11743,enteritidis_v1.0.7,1,2,snippy,1,273508691
445,40935,1406,1618967920,1217793279,161994,37333,20697088,0,0,2391704,69980,2407628,70372,56351,23123,enteritidis_v1.0.7,1,1,single,3,391426892
446,85254,9888,5634966845,4170376706,585636,520272,33693696,10362880,10,10004096,2823204,10015728,3227688,110825,795,enteritidis_v1.0.7,1,32,snippy,1,391426892
447,476324,1681,6590145138,5510169744,744395,585431,33693696,3731456,8,8883572,2094332,8950612,2136164,148339,24531,enteritidis_v1.0.7,1,2,snippy,1,334226197
448,238178,17084,117261151481,92068200966,12015283,2821707,20936704,0,0,33696560,920376,33906808,920376,663163,4540843,enteritidis_v1.0.7,96,16,multiple,5,96
449,37771,1358,1455831645,1165419421,152225,35728,20697088,0,0,2390292,70092,2407624,70484,42307,22197,enteritidis_v1.0.7,1,1,single,10,280664581
450,24854,1536,1206359986,941368751,124064,28864,20716544,0,0,1989636,70004,2407632,70400,43028,1340,enteritidis_v1.0.7,1,1,single,10,255243498
451,30692,1509,1362237118,1005948007,134743,30843,20697088,0,0,2382356,70080,2407628,70472,42711,4944,enteritidis_v1.0.7,1,1,single,6,346541347
452,33204,1496,1462334308,1118249648,148090,34284,20697088,0,0,2396912,69696,2407624,70088,50014,7217,enteritidis_v1.0.7,1,1,single,6,334336962
453,41271,1486,1840173676,1358445916,181600,41642,20716544,0,0,2390008,69888,2407636,70284,59667,10030,enteritidis_v1.0.7,1,1,single,1,471980053
454,12187,1618,445020966,330454572,44899,10147,20697088,0,0,2393260,69932,2407624,70328,15719,4085,enteritidis_v1.0.7,1,1,single,6,104818648
455,15923,1485,604690525,443507319,60126,13611,20697088,0,0,2394616,70004,2407624,70396,19763,5979,enteritidis_v1.0.7,1,1,single,9,151435202
456,21690,1439,812130614,619133006,82539,18992,20697088,0,0,1989636,69468,2407632,69864,29174,12657,enteritidis_v1.0.7,1,1,single,6,183249872
457,19039,1484,812130613,619133006,82537,18992,20697088,0,0,2396388,70120,2407636,70516,29181,3344,enteritidis_v1.0.7,1,1,single,3,183249872
458,222022,1799,3440486469,2861356893,395252,318600,33693696,2510848,3,8834420,1027416,8901460,1052900,72495,14718,enteritidis_v1.0.7,1,2,snippy,1,157901557
459,102055,36279,117261191544,92068201094,12015853,2821723,20936704,0,0,65158464,1735548,65379852,1735548,1095936,1385753,enteritidis_v1.0.7,96,32,multiple,9,96
460,33220,1403,1362237117,1005948007,134754,30843,20716544,0,0,2390004,69612,2407624,70004,39853,15686,enteritidis_v1.0.7,1,1,single,1,346541347
461,22094,1444,773253294,605604060,80110,18577,20697088,0,0,1989632,69608,2407628,70004,31785,16863,enteritidis_v1.0.7,1,1,single,1,157901557
462,262243,1774,4411901853,3685744325,508244,418680,33693696,2424832,5,8849908,1419300,8916948,1449368,105757,13935,enteritidis_v1.0.7,1,2,snippy,1,236476990
463,773840,1104,7428527419,6235409625,838860,661029,33728512,4497408,9,8609752,2361980,8686788,2409140,171499,66599,enteritidis_v1.0.7,1,1,snippy,1,379008409
464,22083,1555,1061279206,854224129,111656,26195,20697088,0,0,2397236,69532,2407628,69924,39712,1100,enteritidis_v1.0.7,1,1,single,3,197307350
465,350816,3305,7428634842,6188916267,844787,734507,33693696,2883584,8,9048328,2207436,9114468,2248268,177916,26600,enteritidis_v1.0.7,1,4,snippy,1,513041485
466,22340,1535,1002812563,749263759,100265,22979,20697088,0,0,1989640,69868,2407636,70260,34291,2479,enteritidis_v1.0.7,1,1,single,6,243801042
467,40020,1423,1765005794,1394296230,182596,42741,20697088,0,0,2396572,69808,2407636,70204,60655,12636,enteritidis_v1.0.7,1,1,single,2,360962023
468,23484,1533,1061279204,854224129,111661,26195,20697088,0,0,1989624,69952,2407620,70348,39916,1593,enteritidis_v1.0.7,1,1,single,6,197307350
469,20314,1418,761222187,599391788,79181,18387,20697088,0,0,2386444,69464,2407628,69860,28136,6439,enteritidis_v1.0.7,1,1,single,3,152082639
470,49369,1300,1779027624,1326177489,176802,40653,20697088,0,0,1989628,69652,2407624,70048,56789,54953,enteritidis_v1.0.7,1,1,single,7,443102425
471,35418,1328,1335172190,1086176295,141283,33301,20697088,0,0,2395624,69720,2407636,70112,46942,24887,enteritidis_v1.0.7,1,1,single,9,239248233
472,2135049,2091,117261116421,92068200853,12013955,2821693,20956160,0,0,6133168,192184,6339576,192184,248702,8104115,enteritidis_v1.0.7,96,2,multiple,5,96
473,110661,2599,2112216337,1644809045,233367,187922,33693696,2236416,2,8908168,722784,9031780,745768,38259,15090,enteritidis_v1.0.7,1,4,snippy,1,104818648
474,33643,1464,1498611949,1201888180,156855,36846,20697088,0,0,1989628,70072,2407624,70464,53861,6721,enteritidis_v1.0.7,1,1,single,2,286976208
475,24470,1455,1061279204,854224129,111672,26195,20697088,0,0,1989624,70040,2407620,70432,40205,4743,enteritidis_v1.0.7,1,1,single,9,197307350
476,145418,2616,3970947668,3419044760,476875,384167,33693696,2281472,5,9047432,1436724,9113572,1484380,107231,15138,enteritidis_v1.0.7,1,4,snippy,1,128835636
477,19581,1473,741527573,556752564,74675,17081,20697088,0,0,2387256,69792,2407624,70188,24254,6076,enteritidis_v1.0.7,1,1,single,7,175026992
478,71508,4644,4171090811,3106324925,447866,347757,33693696,8654848,9,10168840,2532500,10180472,2599004,97896,85,enteritidis_v1.0.7,1,32,snippy,1,126454186
479,121271,4537,3528926713,2661427597,369058,307602,33693696,5750784,6,9972228,1629920,9983860,1751020,71533,9917,enteritidis_v1.0.7,1,16,snippy,1,183249872
480,12327,1596,458022344,343654548,46504,10552,20697088,0,0,2391960,69624,2407624,70020,14312,2719,enteritidis_v1.0.7,1,1,single,9,104620052
481,33958,1278,1198872123,943622189,124069,28934,20770816,0,0,1989632,70072,2407628,70468,43907,36292,enteritidis_v1.0.7,1,1,single,1,245502220
482,19683,1473,763744902,579304533,77428,17771,20697088,0,0,2387256,69880,2407624,70276,24415,6136,enteritidis_v1.0.7,1,1,single,2,174692626
483,144117,4276,6082126163,5047264020,690439,542873,33693696,3653632,8,9728008,2084756,9739640,2125512,116637,19210,enteritidis_v1.0.7,1,8,snippy,1,273508691
484,28271,1389,1128730815,865408137,114752,26537,20697088,0,0,2387692,69992,2407624,70384,38948,9941,enteritidis_v1.0.7,1,1,single,3,253574934
485,31290,1395,1196523490,929762999,122713,28508,20697088,0,0,2398768,70228,2407624,70624,38050,19451,enteritidis_v1.0.7,1,1,single,10,257012787
486,47862,1425,2118158426,1644665807,216307,50412,20697088,0,0,2390004,70108,2407628,70492,73935,15997,enteritidis_v1.0.7,1,1,single,4,463745106
487,63984,7022,3833222819,2664753905,373798,308391,33693696,10313728,8,12947120,2303140,13281136,2340020,67375,135,enteritidis_v1.0.7,1,32,snippy,1,183249872
488,32551,1140,907858070,713326673,94075,21878,20751360,0,0,2396916,69740,2407628,70136,42720,66371,enteritidis_v1.0.7,1,1,single,2,184783709
489,22909,1382,859543622,672790272,88910,20636,20697088,0,0,1989636,69936,2407632,70328,33367,12919,enteritidis_v1.0.7,1,1,single,1,177005607
490,2382984,1952,117261116413,92068200853,12013517,2821693,20936704,0,0,6133032,192416,6339440,192416,233011,10505481,enteritidis_v1.0.7,96,2,multiple,10,96
491,20960,1457,844114239,665962576,87796,20426,20770816,0,0,1989636,69808,2407632,70204,30263,4482,enteritidis_v1.0.7,1,1,single,8,168403627
492,27399,1444,1206359986,941368751,124063,28864,20697088,0,0,2394268,69884,2407628,70276,42949,5825,enteritidis_v1.0.7,1,1,single,8,255243498
493,39263,1356,1524258990,1180285125,155668,36184,20697088,0,0,2394952,69440,2407628,69832,56077,30343,enteritidis_v1.0.7,1,1,single,4,334226197
494,37275,1422,1524258992,1180285125,155661,36184,20697088,0,0,2395060,69608,2407624,70004,44956,12710,enteritidis_v1.0.7,1,1,single,5,334226197
495,43773,1247,1488276065,1149722969,151779,35247,20697088,0,0,2387256,70100,2407628,70496,55248,48192,enteritidis_v1.0.7,1,1,single,2,328805369
496,681513,1098,6372417119,5446906314,742829,587211,33693696,4698112,8,9435420,2163244,9447052,2206380,164225,59297,enteritidis_v1.0.7,1,1,snippy,1,280664581
497,126394,3583,4525513991,3818457922,530287,423215,33728512,3309568,6,9409712,1670756,9605124,1721300,117292,46458,enteritidis_v1.0.7,1,8,snippy,1,151868003
498,19555,1527,772573672,581511192,77881,17839,20697088,0,0,1989628,69596,2407624,69992,28809,2150,enteritidis_v1.0.7,1,1,single,10,181313837
499,909410,1081,5992650405,4955682920,676005,585326,33693696,3350528,6,8544216,1705492,8621252,1741580,141794,72583,enteritidis_v1.0.7,1,1,snippy,1,443102425
500,16335,1342,534265696,398528909,53865,12233,20697088,0,0,2391964,69384,2407628,69780,18214,12153,enteritidis_v1.0.7,1,1,single,7,125988487
501,99721,7334,6762006550,5124272049,707423,554176,33693696,10366976,10,10102400,2819544,10154992,3463240,134630,1030,enteritidis_v1.0.7,1,32,snippy,1,334336962
502,16313,1612,665358493,519094265,68893,15927,20697088,0,0,1989632,69892,2407628,70288,24591,2850,enteritidis_v1.0.7,1,1,single,5,136516531
503,37145,1279,1315404559,1039703447,136406,31877,20697088,0,0,1989632,69580,2407628,69976,49643,39992,enteritidis_v1.0.7,1,1,single,4,265953442
504,423899,1743,7163281756,6032046254,814882,639585,33693696,3104768,8,8883576,2278892,8950616,2325156,155106,31789,enteritidis_v1.0.7,1,2,snippy,1,347521401
505,238460,17043,117261151481,92068200966,12015244,2821707,20936704,0,0,33697108,917896,33906976,917896,589112,4491937,enteritidis_v1.0.7,96,16,multiple,7,96
506,20340,1433,772573672,581511192,77885,17839,20697088,0,0,2392860,70120,2407628,70516,26709,4098,enteritidis_v1.0.7,1,1,single,5,181313837
507,32339,1363,1204200397,942475820,124115,28899,20697088,0,0,2394360,69780,2407620,70176,42121,25875,enteritidis_v1.0.7,1,1,single,9,251976854
508,22219,1346,774262049,561245091,76090,17218,20697088,0,0,2386968,70180,2407628,70576,27777,16882,enteritidis_v1.0.7,1,1,single,6,203268910
509,32261,1486,1430214157,1102875123,145691,33813,20697088,0,0,2396660,70184,2407628,70576,42626,8150,enteritidis_v1.0.7,1,1,single,5,317591343
510,25660,1374,956459626,774537946,101170,23753,20697088,0,0,2393260,69832,2407624,70224,34604,12677,enteritidis_v1.0.7,1,1,single,3,172173948
511,90218,6138,4789499806,3746711565,520475,448716,33693696,6053888,6,10069632,1723296,10122224,2011768,99488,1639,enteritidis_v1.0.7,1,16,snippy,1,268039088
512,36353,1492,1589651270,1180760920,157701,36199,20697088,0,0,2390004,69756,2407624,70152,40656,10229,enteritidis_v1.0.7,1,1,single,3,399142615
513,37799,1425,1621759435,1282736713,168013,39323,20697088,0,0,2392228,69968,2407624,70364,56912,9946,enteritidis_v1.0.7,1,1,single,2,329275141
