,realtime,%cpu,rchar,wchar,syscr,syscw,read_bytes,write_bytes,%mem,vmem,rss,peak_vmem,peak_rss,vol_ctxt,inv_ctxt,scheme,samples,threads,type,iter,size_bytes
0,254714,16463,117261151481,92068200966,12014445,2821707,20956160,0,0,33693184,921740,33902664,921740,608997,5955691,enteritidis_v1.0.7,96,16,multiple,1,96
1,194451,2967,5294021950,4363150182,595114,476897,33693696,2613248,6,9081096,1691488,9196388,1729740,124668,19804,enteritidis_v1.0.7,1,4,snippy,1,278310884
2,32065,1367,1196523488,929762999,122716,28508,20697088,0,0,2392860,69712,2407628,70104,41924,23972,enteritidis_v1.0.7,1,1,single,8,257012787
3,248516,1781,4407836285,3817810257,528186,423290,33693696,2494464,6,8916344,1567660,9002448,1620880,119820,9708,enteritidis_v1.0.7,1,2,snippy,1,151868003
4,20675,1448,803832734,665249416,86501,20404,20697088,0,0,2393264,69748,2407628,70144,32667,2917,enteritidis_v1.0.7,1,1,single,3,128835636
5,342125,1776,5649142051,4772435008,651218,517935,33728512,3031040,7,8850804,1876324,8983380,1914236,129343,14287,enteritidis_v1.0.7,1,2,snippy,1,265953442
6,387669,1899,4033921263,3262734719,455923,423733,33728512,2355200,4,8833524,1107472,8900564,1132084,85009,12593,enteritidis_v1.0.7,1,2,snippy,1,346541347
7,88444,6440,5840483012,4436552482,612872,485811,33693696,10207232,11,10069636,2935628,10170436,2945148,118538,1344,enteritidis_v1.0.7,1,32,snippy,1,250503194
8,29004,1475,1196523489,929762999,122732,28508,20697088,0,0,2387256,69820,2407628,70212,41730,8214,enteritidis_v1.0.7,1,1,single,9,257012787
9,32363,1493,1490836615,1145404768,151440,35115,20697088,0,0,2396388,69928,2407628,70324,52264,5562,enteritidis_v1.0.7,1,1,single,1,335684179
10,34952,1257,1198872125,943622189,124074,28934,20697088,0,0,2382356,69620,2407624,70012,45176,36639,enteritidis_v1.0.7,1,1,single,10,245502220
11,135832,4113,5739542260,4773807960,654037,514960,33693696,3624960,8,9476144,1956840,9540484,1990848,121043,9675,enteritidis_v1.0.7,1,8,snippy,1,249285523
12,37921,1377,1524258992,1180285125,155659,36184,20716544,0,0,2396976,69824,2407624,70216,43137,28035,enteritidis_v1.0.7,1,1,single,10,334226197
13,192677,4393,6216610951,5083622557,688229,556382,33693696,3657728,7,9345076,1865672,9474952,1903000,145563,56574,enteritidis_v1.0.7,1,8,snippy,1,335684179
14,21435,1613,1112890158,866665433,114366,26575,20697088,0,0,1989632,69784,2407628,70180,38526,1205,enteritidis_v1.0.7,1,1,single,4,236476990
15,22265,1337,720102553,583899710,76499,17913,20697088,0,0,2394236,69828,2407624,70220,32992,17207,enteritidis_v1.0.7,1,1,single,4,126454186
16,47076,1337,1808364689,1357624935,180586,41617,20697088,0,0,2391704,69968,2407632,70348,56239,34601,enteritidis_v1.0.7,1,1,single,5,440992030
17,31829,1186,896554084,734938383,95707,22540,20697088,0,0,2390140,69680,2407624,70076,36159,34222,enteritidis_v1.0.7,1,1,single,3,151868003
18,90219,1408,4042994499,3121708466,410339,95664,20697088,0,0,2385184,69392,2407628,69768,132262,37016,enteritidis_v1.0.7,1,1,single,10,911538626
19,28806,1327,996364370,782351360,103109,23993,20697088,0,0,2390008,70300,2407632,70696,38338,27064,enteritidis_v1.0.7,1,1,single,9,204265322
20,249635,16612,117261151479,92068200966,12014967,2821707,20936704,0,0,33693168,916896,33911300,916896,676444,5513315,enteritidis_v1.0.7,96,16,multiple,4,96
21,108944,5482,5155246687,4082400362,563469,444273,33693696,5898240,7,10135172,2017140,10187764,2044296,112155,19365,enteritidis_v1.0.7,1,16,snippy,1,234685421
22,194553,2746,4756155610,4017628071,556730,438504,33693696,2871296,6,9081096,1563524,9133688,1595768,100813,16656,enteritidis_v1.0.7,1,4,snippy,1,197307350
23,85270,7858,5581189227,4200948969,580888,487617,33693696,10334208,10,10069636,2617708,10170436,3147520,121509,1519,enteritidis_v1.0.7,1,32,snippy,1,286748227
24,126898,3953,3973343880,3238946907,444169,357037,33693696,3141632,5,9410612,1319860,9606024,1343312,95563,75163,enteritidis_v1.0.7,1,8,snippy,1,184783709
25,449831,1724,6929262258,5882512175,796082,632572,33693696,3407872,8,8915444,2276016,8982484,2321380,159611,30251,enteritidis_v1.0.7,1,2,snippy,1,329275141
26,93179,9973,6322346623,4704981038,656242,578247,33693696,10092544,11,10069636,2993400,10122228,3250328,125730,1284,enteritidis_v1.0.7,1,32,snippy,1,471980053
27,25548,1453,1002812563,749263759,100290,22979,20697088,0,0,2396980,69440,2407628,69836,32806,9498,enteritidis_v1.0.7,1,1,single,10,243801042
28,21944,1518,864357035,617414555,83982,18939,20697088,0,0,2394236,69476,2407628,69868,30191,10153,enteritidis_v1.0.7,1,1,single,9,237194140
29,24793,1509,1061279203,854224129,111670,26195,20697088,0,0,2394856,69780,2407624,70176,39228,5286,enteritidis_v1.0.7,1,1,single,10,197307350
30,116626,2663,2984827807,2444936687,339767,272170,33693696,2142208,3,8982796,899700,9048936,921468,59545,6511,enteritidis_v1.0.7,1,4,snippy,1,136516531
31,38040,1347,1455831646,1165419421,152221,35728,20716544,0,0,2393480,69620,2407628,70016,43012,21736,enteritidis_v1.0.7,1,1,single,8,280664581
32,26599,1451,1067092035,824852735,109166,25295,20716544,0,0,2392860,69252,2407624,69648,38119,8625,enteritidis_v1.0.7,1,1,single,2,232490990
33,39707,1434,1723715685,1334959694,175910,40923,20697088,0,0,2398768,69712,2407624,70104,61057,13522,enteritidis_v1.0.7,1,1,single,10,379008409
34,32697,1539,1621759434,1282736713,167995,39323,20697088,0,0,2393268,70052,2407632,70448,54203,1762,enteritidis_v1.0.7,1,1,single,8,329275141
35,69289,5682,4339330643,3149006779,441291,346427,33693696,10256384,6,10069632,1808608,10170432,1817920,75383,138,enteritidis_v1.0.7,1,32,snippy,1,168403627
36,155972,1641,2074961842,1683756823,238970,192430,33693696,1781760,2,8809848,652348,8876888,670600,42840,7571,enteritidis_v1.0.7,1,2,snippy,1,97453455
37,355591,1760,5272667137,4442695534,606461,477050,33693696,3096576,6,8850808,1667832,8917848,1702740,112127,22957,enteritidis_v1.0.7,1,2,snippy,1,245502220
38,367959,1105,3004331628,2484539659,343664,284735,33693696,2412544,3,8511448,849636,8588484,872264,69018,39756,enteritidis_v1.0.7,1,1,snippy,1,158870730
39,518350,1116,5389906884,4627991714,634204,503419,33693696,3768320,6,9965876,1752268,9977508,1789504,122120,31176,enteritidis_v1.0.7,1,1,snippy,1,227245299
40,26907,1428,1067092035,824852735,109162,25295,20697088,0,0,2390008,69920,2407628,70112,37903,11069,enteritidis_v1.0.7,1,1,single,6,232490990
41,17369,1425,634524351,497804296,66005,15274,20716544,0,0,2393012,70432,2407632,70828,22982,5030,enteritidis_v1.0.7,1,1,single,10,126972365
42,16898,1447,611204604,476098793,63309,14609,20716544,0,0,2393264,69700,2407624,70096,23135,5358,enteritidis_v1.0.7,1,1,single,7,125358126
43,22957,1410,864357035,617414555,83980,18939,20697088,0,0,2373072,70276,2407624,70672,28639,8548,enteritidis_v1.0.7,1,1,single,1,237194140
44,565569,1111,5942105111,5047134476,686913,543294,33693696,3616768,8,8544212,2017924,8621248,2057484,149692,60113,enteritidis_v1.0.7,1,1,snippy,1,273508691
45,44025,1429,1829294883,1418619724,186803,43486,20716544,0,0,2386440,69496,2407628,69888,63268,16106,enteritidis_v1.0.7,1,1,single,9,400927570
46,501101,1750,6285829290,5200753691,699400,562519,33693696,3518464,7,8850808,1927312,8917848,1967132,144585,21917,enteritidis_v1.0.7,1,2,snippy,1,354247650
47,551332,1115,5074219803,4253053606,578513,462189,33728512,3252224,6,8544216,1594624,8621252,1628552,118768,38760,enteritidis_v1.0.7,1,1,snippy,1,257012787
48,14573,1496,541301565,448638943,58652,13768,20697088,0,0,1989632,69404,2407628,69800,26637,1022,enteritidis_v1.0.7,1,1,single,1,82913788
49,93104,3757,3420436028,2678385250,370155,292525,33693696,3428352,4,10234188,1390892,10245820,1443844,77998,5366,enteritidis_v1.0.7,1,8,snippy,1,175026992
50,33809,1497,1462334308,1118249648,148093,34284,20770816,0,0,2395616,69996,2407624,70392,49133,9526,enteritidis_v1.0.7,1,1,single,1,334336962
51,47058,1443,2118158426,1644665807,216302,50412,20697088,0,0,2393700,69904,2407624,70280,63472,12143,enteritidis_v1.0.7,1,1,single,8,463745106
52,93802,4956,2688036194,2028071997,289645,258999,33693696,3313664,4,9303216,968096,9367556,1112716,51460,11714,enteritidis_v1.0.7,1,8,snippy,1,203268910
53,192971,4258,7570880418,6235128093,841574,660321,33693696,3923968,9,9410612,2478800,9474952,2522792,161307,15412,enteritidis_v1.0.7,1,8,snippy,1,379008409
54,35186,1510,1589651267,1180760920,157689,36199,20697088,0,0,1989636,69784,2407632,70160,44767,7540,enteritidis_v1.0.7,1,1,single,9,399142615
55,20056,1409,722273674,579385476,76153,17774,20716544,0,0,2395612,69800,2407624,70196,28594,6641,enteritidis_v1.0.7,1,1,single,1,133140452
56,550228,1109,5233316185,4431558010,605178,485191,33728512,3510272,6,8544216,1750240,8621252,1786544,132670,46836,enteritidis_v1.0.7,1,1,snippy,1,250503194
57,644291,1106,6462361949,5529920030,753286,600201,33728512,4468736,7,8576984,2088240,8670304,2312744,164649,65761,enteritidis_v1.0.7,1,1,snippy,1,286976208
58,29860,1529,1362237118,1005948007,134744,30843,20697088,0,0,2394948,69900,2407628,70296,46140,3662,enteritidis_v1.0.7,1,1,single,9,346541347
59,84412,6098,5548659685,4109282618,565713,440892,33693696,10076160,10,10069636,2753564,10170436,2763060,108870,1194,enteritidis_v1.0.7,1,32,snippy,1,253574934
60,34382,1478,1490836615,1145404768,151439,35115,20697088,0,0,2395872,69632,2407632,70028,47083,7338,enteritidis_v1.0.7,1,1,single,3,335684179
61,146849,2723,3945403343,3220337518,449890,351443,33693696,2625536,5,9212168,1423224,9311076,1467924,98629,17592,enteritidis_v1.0.7,1,4,snippy,1,181313837
62,17107,1441,611204604,476098793,63305,14609,20716544,0,0,2392864,70100,2407624,70496,22928,5964,enteritidis_v1.0.7,1,1,single,10,125358126
63,315975,1723,4717636878,4017837102,555081,438685,33693696,3235840,5,8850808,1534488,8917848,1567348,98603,14530,enteritidis_v1.0.7,1,2,snippy,1,197307350
64,34306,1302,1204200397,942475820,124107,28899,20697088,0,0,2386440,69700,2407632,70092,47610,38257,enteritidis_v1.0.7,1,1,single,5,251976854
65,137280,2695,3796287979,3143325142,434207,345194,33693696,2482176,4,9145736,1305640,9211876,1331336,76696,5029,enteritidis_v1.0.7,1,4,snippy,1,168403627
66,17764,1497,761222187,599391788,79172,18387,20697088,0,0,2395032,69964,2407628,70360,26118,2046,enteritidis_v1.0.7,1,1,single,6,152082639
67,27704,1313,896554086,734938383,95711,22540,20697088,0,0,2388420,69988,2407628,70384,39245,18455,enteritidis_v1.0.7,1,1,single,8,151868003
68,135382,3537,3680195851,2842131678,395089,314366,33693696,5398528,6,9988612,1525776,10000244,1739952,85897,37475,enteritidis_v1.0.7,1,16,snippy,1,152082639
69,344600,1822,6881084831,5958885431,794910,635545,33693696,2768896,9,8916340,2431748,8983380,2478564,154530,4852,enteritidis_v1.0.7,1,2,snippy,1,283141807
70,420496,1770,6108949535,5118517207,693675,562573,33693696,3117056,8,8915440,2012096,8982480,2056692,150547,20921,enteritidis_v1.0.7,1,2,snippy,1,328805369
71,545811,1109,4737962213,3988917596,544896,451724,33728512,3190784,6,8552412,1590052,8629448,1622456,127222,40413,enteritidis_v1.0.7,1,1,snippy,1,255243498
72,19353,1387,697328529,540347046,71816,16578,20697088,0,0,2386444,69732,2407628,70128,23919,8082,enteritidis_v1.0.7,1,1,single,3,147233770
73,14075,1381,452167028,344965890,46454,10592,20697088,0,0,2396976,69156,2407624,69552,17464,10365,enteritidis_v1.0.7,1,1,single,2,97453455
74,53165,1464,2406885682,1857733926,244619,56939,20697088,0,0,2391960,69192,2407628,69580,79519,8154,enteritidis_v1.0.7,1,1,single,1,539404213
75,334724,2831,8971235224,7963600728,1086488,871309,33693696,2916352,13,9277708,3461464,9343848,3565104,256540,72644,enteritidis_v1.0.7,1,4,snippy,1,278537989
76,45470,1395,1829294882,1418619724,186792,43486,20697088,0,0,2392092,70196,2407624,70592,60312,19300,enteritidis_v1.0.7,1,1,single,5,400927570
77,45283,1398,1829294884,1418619724,186800,43486,20697088,0,0,2392860,70256,2407624,70648,60094,19491,enteritidis_v1.0.7,1,1,single,6,400927570
78,27404,1535,1236312851,976061976,128155,29928,20697088,0,0,1989628,69992,2407624,70388,43268,4314,enteritidis_v1.0.7,1,1,single,8,250503194
79,42578,1332,1686524505,1426627187,183164,43731,20697088,0,0,2384900,69428,2407628,69820,65242,26280,enteritidis_v1.0.7,1,1,single,10,250149771
80,103602,6570,6984890279,5451456826,754376,587723,33693696,10731520,11,10135172,2928524,10154996,3759092,145612,1162,enteritidis_v1.0.7,1,32,snippy,1,280664581
81,11104,1579,364062661,262729100,36224,8077,20697088,0,0,2396128,69988,2407628,69988,11116,5334,enteritidis_v1.0.7,1,1,single,1,91638000
82,179691,4206,6182562918,5071960960,701239,551308,33693696,6389760,8,10201608,2100760,10261448,2396384,138604,62157,enteritidis_v1.0.7,1,16,snippy,1,239248233
83,192179,5183,6132548041,4955879662,680811,584779,33693696,3518464,6,9410612,1738796,9540488,1771228,139007,53530,enteritidis_v1.0.7,1,8,snippy,1,443102425
84,52121,1351,2120757050,1680792485,219695,51518,20697088,0,0,2392604,69400,2407632,69792,74439,33928,enteritidis_v1.0.7,1,1,single,10,430217069
85,98073,6209,6491473925,5075215061,709242,552054,33693696,10850304,11,10005000,3109080,10016632,3118600,129147,314,enteritidis_v1.0.7,1,32,snippy,1,239248233
86,15963,1348,516885255,403592786,53785,12393,20697088,0,0,2396916,69696,2407628,70092,19105,7067,enteritidis_v1.0.7,1,1,single,6,103596070
87,43180,1382,1713385815,1332728972,175400,40855,20752384,0,0,2396976,70060,2407624,70456,58092,17727,enteritidis_v1.0.7,1,1,single,6,370908859
88,17718,1357,604690523,443507319,60130,13611,20716544,0,0,2386016,70052,2407632,70448,22307,13308,enteritidis_v1.0.7,1,1,single,2,151435202
89,146475,2807,4265586255,3603562504,500563,397672,33693696,2465792,5,9080196,1384764,9140980,1415244,91521,9586,enteritidis_v1.0.7,1,4,snippy,1,172173948
90,47569,1317,1835973781,1437679489,188762,44070,20697088,0,0,2391960,69684,2407624,70076,61996,33467,enteritidis_v1.0.7,1,1,single,3,388546758
91,38399,5086,1995792342,1093039696,166289,144953,33693696,9121792,2,9954944,710052,10014784,719364,27869,54,enteritidis_v1.0.7,1,32,snippy,1,91638000
92,46838,1328,1808364689,1357624935,180569,41617,20697088,0,0,2390292,69916,2407628,70312,56846,35426,enteritidis_v1.0.7,1,1,single,8,440992030
93,45075,1425,1948252469,1534513029,201027,47036,20697088,0,0,2397240,70228,2407632,70620,68602,21996,enteritidis_v1.0.7,1,1,single,5,403991938
94,337318,1785,4758426402,3988567317,543917,451323,33693696,2654208,6,10100032,1566212,10111664,1597824,118318,26063,enteritidis_v1.0.7,1,2,snippy,1,255243498
95,160602,4302,6999491912,5959499049,796942,635445,33693696,3538944,9,9475248,2359984,9555972,2404268,151041,26508,enteritidis_v1.0.7,1,8,snippy,1,283141807
96,785041,1083,5031735454,4164835527,573865,519657,33693696,2830336,5,8544216,1374840,8621252,1405852,115792,49732,enteritidis_v1.0.7,1,1,snippy,1,391426892
97,114942,3290,4025533832,3221003078,451086,351567,33693696,3526656,6,9376944,1644308,9441284,1709424,98146,30533,enteritidis_v1.0.7,1,8,snippy,1,181313837
98,23536,1242,774262050,561245091,76091,17218,20716544,0,0,2394272,70060,2407628,70452,30191,25667,enteritidis_v1.0.7,1,1,single,10,203268910
99,19364,1494,773253293,605604060,80117,18577,20716544,0,0,2387440,69664,2407628,70060,28505,5024,enteritidis_v1.0.7,1,1,single,8,157901557
100,20840,1426,812130614,619133006,82541,18992,20697088,0,0,1989632,70008,2407628,70404,29958,6998,enteritidis_v1.0.7,1,1,single,10,183249872
101,46972,1454,2118158426,1644665807,216317,50412,20697088,0,0,2394828,70208,2407628,70584,65242,12100,enteritidis_v1.0.7,1,1,single,5,463745106
102,54963,5108,3212785728,2146507645,303865,239808,33693696,8769536,3,10565980,793956,10577612,808084,46332,63,enteritidis_v1.0.7,1,32,snippy,1,126066089
103,219433,1726,3405203395,2839907816,392182,314045,33693696,2416640,4,8834420,1091672,8901460,1116684,72865,9541,enteritidis_v1.0.7,1,2,snippy,1,152082639
104,195440,3802,5035872058,3990926805,550782,451588,33728512,5828608,8,10070536,2155456,10118132,2196240,116587,95673,enteritidis_v1.0.7,1,16,snippy,1,255243498
105,118592,33056,117261191543,92068201094,12015390,2821723,20936704,0,0,65167452,1732928,65388840,1732928,938933,3690657,enteritidis_v1.0.7,96,32,multiple,3,96
106,37885,1266,1315404560,1039703447,136408,31877,20697088,0,0,2392236,69852,2407628,70244,45191,44262,enteritidis_v1.0.7,1,1,single,6,265953442
107,23619,1327,846401848,667907212,88058,20487,20697088,0,0,2397236,69920,2407628,70312,30498,16992,enteritidis_v1.0.7,1,1,single,8,168746932
108,17790,1513,722273674,579385476,76146,17774,20697088,0,0,2395060,69772,2407624,70168,26602,1774,enteritidis_v1.0.7,1,1,single,10,133140452
109,27981,1495,1236312851,976061976,128156,29928,20716544,0,0,1989640,69772,2407636,70168,42823,4191,enteritidis_v1.0.7,1,1,single,7,250503194
110,281466,1140,3030501747,2513959466,349520,283808,33693696,2232320,4,10233160,1043712,10244792,1068196,73225,19383,enteritidis_v1.0.7,1,1,snippy,1,147233770
111,22487,1364,773253294,605604060,80110,18577,20697088,0,0,2389908,69800,2407628,70192,30594,18973,enteritidis_v1.0.7,1,1,single,5,157901557
112,291221,3401,5774497595,4699424190,645512,577193,33693696,2502656,6,9251836,1702448,9263468,1734584,129069,39491,enteritidis_v1.0.7,1,4,snippy,1,471980053
113,81465,3444,2752228760,2142426813,299486,238863,33693696,3309568,4,9311408,1098680,9323040,1123456,52776,2094,enteritidis_v1.0.7,1,8,snippy,1,126066089
114,395975,1739,7184181972,6360338941,869768,687452,33728512,3252224,10,8916344,2788464,9048920,2855600,196189,20472,enteritidis_v1.0.7,1,2,snippy,1,250149771
115,154202,5586,7096169807,5745720989,780419,614551,33728512,6135808,8,10069636,2304680,10129476,2636416,142679,22677,enteritidis_v1.0.7,1,16,snippy,1,328644219
116,33783,1516,1605628064,1312738588,170255,40242,20697088,0,0,1989632,69500,2407628,69892,54238,3706,enteritidis_v1.0.7,1,1,single,5,283141807
117,21556,1534,938522339,745661928,97970,22869,20716544,0,0,2389904,69456,2407628,69848,33664,1560,enteritidis_v1.0.7,1,1,single,7,183112718
118,29461,1413,1236357079,999362848,130298,30641,20697088,0,0,1989636,69828,2407632,70220,45671,9524,enteritidis_v1.0.7,1,1,single,10,227245299
119,27099,1236,802489766,664941439,86428,20396,20697088,0,0,2382356,69748,2407624,70144,34375,19542,enteritidis_v1.0.7,1,1,single,9,127800331
120,18970,1328,634524352,497804296,66003,15274,20697088,0,0,2397236,69596,2407628,69992,25082,16416,enteritidis_v1.0.7,1,1,single,6,126972365
121,354171,1780,5094894623,4252804943,580288,461864,33728512,2863104,6,8850808,1621560,8917848,1654556,118262,21587,enteritidis_v1.0.7,1,2,snippy,1,257012787
122,75749,9733,4613775143,3268287402,462832,424688,33693696,9912320,9,10053252,2566928,10227776,2589944,81901,1146,enteritidis_v1.0.7,1,32,snippy,1,346541347
123,407351,1743,5923743159,4965380008,666497,526730,33693696,3035136,8,8849908,1974380,8916948,2013004,135217,27986,enteritidis_v1.0.7,1,2,snippy,1,296654154
124,221918,2843,5292354413,4431064053,605078,484688,33693696,2695168,6,9080200,1813956,9195492,1848832,126027,35483,enteritidis_v1.0.7,1,4,snippy,1,250503194
125,33231,1343,1327729365,1037847833,136613,31820,20770816,0,0,2392856,69748,2407624,70144,41164,17953,enteritidis_v1.0.7,1,1,single,2,280133839
126,36825,1300,1279316522,985839178,130390,30227,20697088,0,0,2392092,70108,2407628,70500,41891,24556,enteritidis_v1.0.7,1,1,single,9,283728415
127,22690,1502,864357035,617414555,83976,18939,20697088,0,0,2390008,69800,2407632,70192,26297,8748,enteritidis_v1.0.7,1,1,single,8,237194140
128,34148,1389,1279316523,985839178,130372,30227,20716544,0,0,2387256,69972,2407624,70364,44685,13845,enteritidis_v1.0.7,1,1,single,7,283728415
129,165059,5866,6568609098,5202601661,702473,562491,33693696,5918720,8,10069636,2326692,10146804,2363768,143467,29836,enteritidis_v1.0.7,1,16,snippy,1,354247650
130,198379,4137,6309531272,5166824367,697721,549156,33693696,3760128,8,9345076,2077128,9409416,2114060,138315,33440,enteritidis_v1.0.7,1,8,snippy,1,317591343
131,33388,1331,1198872125,943622189,124078,28934,20716544,0,0,2396916,69988,2407628,70380,41420,29988,enteritidis_v1.0.7,1,1,single,9,245502220
132,24650,1356,938522339,745661928,97987,22869,20716544,0,0,2384644,69640,2407624,70036,36119,10177,enteritidis_v1.0.7,1,1,single,2,183112718
133,29891,1403,1091843166,831847626,110546,25509,20716544,0,0,2396660,69792,2407628,70188,38790,11000,enteritidis_v1.0.7,1,1,single,1,250246916
134,508486,1118,5600064216,4773547683,650947,515372,33693696,3387392,7,10432852,1902516,10444484,1940432,136494,41713,enteritidis_v1.0.7,1,1,snippy,1,249285523
135,41674,1305,1490836614,1145404768,151444,35115,20697088,0,0,2393260,69588,2407624,69980,54736,47268,enteritidis_v1.0.7,1,1,single,7,335684179
136,12129,1559,445020967,330454572,44900,10147,20697088,0,0,2392228,69952,2407624,70348,15225,3719,enteritidis_v1.0.7,1,1,single,8,104818648
137,35971,1328,1335172190,1086176295,141280,33301,20697088,0,0,2392860,70020,2407628,70416,45438,26128,enteritidis_v1.0.7,1,1,single,1,239248233
138,34654,1476,1524258992,1180285125,155661,36184,20697088,0,0,2394276,69780,2407636,70172,48564,9301,enteritidis_v1.0.7,1,1,single,3,334226197
139,43724,1472,1919823951,1453973747,192787,44569,20697088,0,0,1989632,69844,2407628,70036,59194,14589,enteritidis_v1.0.7,1,1,single,9,456102547
140,45266,1285,1686524505,1426627187,183163,43731,20697088,0,0,2385184,69624,2407624,70020,69304,41988,enteritidis_v1.0.7,1,1,single,6,250149771
141,44144,1367,1713385816,1332728972,175396,40855,20697088,0,0,2384644,69484,2407632,69876,58977,30399,enteritidis_v1.0.7,1,1,single,3,370908859
142,20020,1318,634524351,497804296,66004,15274,20697088,0,0,1989632,69636,2407628,70032,25166,20976,enteritidis_v1.0.7,1,1,single,9,126972365
143,27063,1503,1236312851,976061976,128159,29928,20716544,0,0,2394244,70000,2407632,70392,43637,2740,enteritidis_v1.0.7,1,1,single,2,250503194
144,21997,1507,864357035,617414555,83981,18939,20697088,0,0,2382356,69788,2407624,70180,27569,7614,enteritidis_v1.0.7,1,1,single,10,237194140
145,20149,1359,741527573,556752564,74667,17081,20716544,0,0,2382100,69768,2407636,70164,26395,8332,enteritidis_v1.0.7,1,1,single,1,175026992
146,893318,1084,5715428656,4699652103,644628,577841,33693696,2924544,4,8527828,1270528,8604864,1304148,122497,79236,enteritidis_v1.0.7,1,1,snippy,1,471980053
147,99229,2507,2113576165,1684014392,239843,192473,33693696,2113536,2,8974604,667800,8986236,677112,40562,3465,enteritidis_v1.0.7,1,4,snippy,1,97453455
148,42271,1414,1765005794,1394296230,182601,42741,20697088,0,0,2390008,69648,2407632,70040,55156,18770,enteritidis_v1.0.7,1,1,single,6,360962023
149,25996,1449,1002812562,749263759,100282,22979,20697088,0,0,1989628,69348,2407624,69740,34801,14089,enteritidis_v1.0.7,1,1,single,9,243801042
150,26505,1356,938522338,745661928,97974,22869,20697088,0,0,2391964,69952,2407632,70348,33585,14466,enteritidis_v1.0.7,1,1,single,8,183112718
151,40632,1392,1649465413,1292196449,169722,39612,20697088,0,0,2392860,69540,2407624,69936,57321,21655,enteritidis_v1.0.7,1,1,single,9,347521401
152,26191,1450,1002812563,749263759,100290,22979,20697088,0,0,2395064,70132,2407628,70524,36653,13133,enteritidis_v1.0.7,1,1,single,7,243801042
153,33955,1238,1121398541,876965441,115601,26891,20697088,0,0,2392608,69668,2407632,70064,41975,32959,enteritidis_v1.0.7,1,1,single,3,234685421
154,114608,4512,3371113198,2659631530,367705,307207,33693696,3272704,4,9312308,1152460,9376648,1167212,73715,34319,enteritidis_v1.0.7,1,8,snippy,1,183249872
155,19058,1533,772573670,581511192,77878,17839,20697088,0,0,2394620,69596,2407628,69992,28250,1213,enteritidis_v1.0.7,1,1,single,9,181313837
156,21114,1360,773253294,605604060,80111,18577,20697088,0,0,2394264,69660,2407628,70056,30998,12305,enteritidis_v1.0.7,1,1,single,7,157901557
157,30402,1389,1196523490,929762999,122719,28508,20697088,0,0,2394268,69384,2407632,69780,40457,15324,enteritidis_v1.0.7,1,1,single,7,257012787
158,11608,1765,573713208,437899364,58656,13439,20697088,0,0,1989628,69700,2407624,70096,18595,247,enteritidis_v1.0.7,1,1,single,10,126066089
159,28579,1408,1091843166,831847626,110552,25509,20697088,0,0,1989628,69772,2407624,70164,37031,9459,enteritidis_v1.0.7,1,1,single,9,250246916
160,455088,1760,6166766254,5119102478,692196,553373,33693696,3391488,7,9301264,1936724,9378432,1978184,149094,36812,enteritidis_v1.0.7,1,2,snippy,1,334336962
161,141865,5223,4151511336,3263512032,456537,423612,33693696,3391488,4,9327788,1153500,9339420,1239180,85704,29059,enteritidis_v1.0.7,1,8,snippy,1,346541347
162,862604,1094,7670043897,6489194959,875652,702779,33728512,4849664,10,8609748,2590268,8686784,2641916,200914,94882,enteritidis_v1.0.7,1,1,snippy,1,388546758
163,15114,1512,541301564,448638943,58654,13768,20697088,0,0,2396980,69148,2407628,69544,23473,2294,enteritidis_v1.0.7,1,1,single,2,82913788
164,30426,1369,1196523490,929762999,122719,28508,20697088,0,0,2393000,69632,2407620,70024,39657,14506,enteritidis_v1.0.7,1,1,single,3,257012787
165,22064,1311,720102553,583899710,76498,17913,20697088,0,0,2396980,69516,2407628,69912,26810,13452,enteritidis_v1.0.7,1,1,single,2,126454186
166,946256,4428,117261121421,92068200869,12014913,2821695,20936704,0,0,10072412,296892,10279464,296892,288737,5614691,enteritidis_v1.0.7,96,4,multiple,9,96
167,34437,1360,1335172190,1086176295,141281,33301,20697088,0,0,2382104,69540,2407632,69932,48420,18973,enteritidis_v1.0.7,1,1,single,7,239248233
168,78314,5857,4994530501,3696279956,515410,402581,33693696,9584640,10,10053252,2762832,10122228,2772360,91131,694,enteritidis_v1.0.7,1,32,snippy,1,204265322
169,27125,1237,802489764,664941439,86429,20396,20697088,0,0,2391704,69884,2407620,70276,34212,22230,enteritidis_v1.0.7,1,1,single,8,127800331
170,184827,4201,6512779091,5446611912,744519,586656,33693696,4091904,8,9410608,2246644,9474948,2286728,140008,14908,enteritidis_v1.0.7,1,8,snippy,1,280664581
171,30588,1439,1242600795,964813444,127334,29583,20716544,0,0,2392864,69524,2407624,69920,43477,8513,enteritidis_v1.0.7,1,1,single,7,268039088
172,105926,4017,3841943275,3105576956,432062,344880,33693696,3276800,4,9345072,1228532,9356704,1309364,85870,13324,enteritidis_v1.0.7,1,8,snippy,1,177005607
173,225119,3932,9052433480,7964007933,1087404,871245,33693696,3395584,14,9541684,3639948,9606024,3741924,261215,45732,enteritidis_v1.0.7,1,8,snippy,1,278537989
174,110205,6393,7761002322,6037243429,832895,640414,33693696,10141696,12,10136068,3264692,10203200,3902412,142505,1197,enteritidis_v1.0.7,1,32,snippy,1,347521401
175,609156,1901,7723880588,6521812440,891420,790243,33693696,3190784,8,8932732,2404900,8999772,2448324,187225,21475,enteritidis_v1.0.7,1,2,snippy,1,539404213
