250 SE genome assemblies	500 SE genome assemblies	750 SE genome assemblies	1000 SE genome assemblies																																																																				
	SRR6897650	SRR5216285	SRR3933021																																																																				
	SRR6897666	SRR5216292	SRR3933065																																																																				
	SRR6897708	SRR5216376	SRR3934263																																																																				
	SRR6897838	SRR5216413	SRR3948442																																																																				
	SRR6897875	SRR5216469	SRR3948504																																																																				
	SRR6897889	SRR5216528	SRR3978450																																																																				
	SRR6897941	SRR5219440	SRR3978747																																																																				
	SRR6898310	SRR5219441	SRR3981176																																																																				
	SRR6898371	SRR5219466	SRR3990990																																																																				
	SRR6898398	SRR5219480	SRR3995880																																																																				
	SRR6898402	SRR5219504	SRR3999884																																																																				
	SRR6898813	SRR5219521	SRR3999988																																																																				
	SRR6898862	SRR5220053	SRR4014399																																																																				
	SRR6898879	SRR5220314	SRR4047008																																																																				
	SRR6898883	SRR5220458	SRR4054819																																																																				
	SRR6898916	SRR5220525	SRR4063698																																																																				
	SRR6898932	SRR5220621	SRR4063719																																																																				
	SRR6898939	SRR5220668	SRR4063720																																																																				
	SRR6899308	SRR5220703	SRR4063727																																																																				
	SRR6900459	SRR5220708	SRR4063755																																																																				
	SRR6900500	SRR5220882	SRR4073158																																																																				
	SRR6900678	SRR5220906	SRR4100165																																																																				
	SRR6900719	SRR5220968	SRR4176765																																																																				
	SRR6900821	SRR5224285	SRR4243051																																																																				
	SRR6900822	SRR5231292	SRR4273689																																																																				
	SRR6900892	SRR5235572	SRR4280634																																																																				
	SRR6900901	SRR5307843	SRR4340444																																																																				
	SRR6900961	SRR5307859	SRR4418360																																																																				
	SRR6901144	SRR5336191	SRR4424146																																																																				
	SRR6901151	SRR5361135	SRR4429045																																																																				
	SRR6918626	SRR5364213	SRR4432549																																																																				
	SRR6918646	SRR5364243	SRR4434231																																																																				
	SRR6918648	SRR5380963	SRR4435833																																																																				
	SRR6918881	SRR5382644	SRR4444916																																																																				
	SRR6919094	SRR5382645	SRR4444920																																																																				
	SRR6919166	SRR5400002	SRR4444927																																																																				
	SRR6919235	SRR5438431	SRR4444946																																																																				
	SRR6919238	SRR5440621	SRR4449076																																																																				
	SRR6919749	SRR5486136	SRR4449079																																																																				
	SRR6919752	SRR5486149	SRR4450003																																																																				
	SRR6919806	SRR5486680	SRR4451320																																																																				
	SRR6919948	SRR5486683	SRR4451325																																																																				
	SRR6920453	SRR5501178	SRR4546474																																																																				
	SRR6920536	SRR5508273	SRR4546477																																																																				
	SRR6920779	SRR5574852	SRR4546497																																																																				
	SRR6920825	SRR5576593	SRR4546502																																																																				
	SRR6922719	SRR5581819	SRR4546516																																																																				
	SRR6922728	SRR5582090	SRR4841715																																																																				
	SRR6924070	SRR5582406	SRR4897137																																																																				
	SRR6924071	SRR5584106	SRR4897149																																																																				
	SRR6924083	SRR5584110	SRR5002702																																																																				
	SRR6924165	SRR5584823	SRR5002709																																																																				
	SRR6940337	SRR5584925	SRR5004580																																																																				
	SRR6955941	SRR5585073	SRR5012559																																																																				
	SRR6967986	SRR5631546	SRR5023227																																																																				
	SRR6984321	SRR5642198	SRR5053589																																																																				
	SRR6984384	SRR5655527	SRR5057228																																																																				
	SRR6994839	SRR5656420	SRR5064854																																																																				
	SRR7056107	SRR5656424	SRR5081459																																																																				
	SRR7059365	SRR5659698	SRR5081480																																																																				
	SRR7081915	SRR5677858	SRR5081551																																																																				
	SRR7090673	SRR5683943	SRR5125995																																																																				
	SRR7093171	SRR5724845	SRR5126003																																																																				
	SRR7105075	SRR5724854	SRR5126201																																																																				
	SRR7125578	SRR5739444	SRR5126209																																																																				
	SRR7140221	SRR5757162	SRR5126941																																																																				
	SRR7140272	SRR5757206	SRR5126953																																																																				
	SRR7167157	SRR5757207	SRR5126971																																																																				
	SRR7172564	SRR5762336	SRR5126990																																																																				
	SRR7189215	SRR5767186	SRR5159787																																																																				
	SRR7204351	SRR5799622	SRR5160309																																																																				
	SRR7223221	SRR5799632	SRR5160409																																																																				
	SRR7245764	SRR5799675	SRR5188909																																																																				
	SRR7247319	SRR5799695	SRR5193075																																																																				
	SRR7248268	SRR5806499	SRR5193106																																																																				
	SRR7253194	SRR5808937	SRR5193229																																																																				
	SRR7271301	SRR5812176	SRR5193246																																																																				
	SRR7274999	SRR5812208	SRR5193322																																																																				
	SRR7276589	SRR5819673	SRR5193361																																																																				
	SRR7285797	SRR5819679	SRR5193426																																																																				
