250 Typhi genome assemblies	500  Typhi genome assemblies	750  Typhi genome assemblies	1000  Typhi genome assemblies
		ERR422828	ERR357463
		ERR422829	ERR357464
		ERR422831	ERR357465
		ERR422832	ERR357467
		ERR422833	ERR357469
		ERR422834	ERR357472
		ERR467103	ERR357477
		ERR485132	ERR357478
		ERR485133	ERR357480
		ERR485139	ERR357481
		ERR657448	ERR357578
		ERR984797	ERR357580
		SRR7165488	ERR357588
		SRR7285687	ERR357589
			ERR357590
			ERR357592
			ERR357594
			ERR357596
			ERR357598
			ERR357599
			ERR357600
			ERR357601
			ERR357602
			ERR357603
			ERR357604
			ERR357606
			ERR357607
			ERR357608
			ERR357611
			ERR357613
			ERR357617
			ERR357619
			ERR357621
			ERR357623
			ERR357624
			ERR357625
			ERR357626
			ERR357627
			ERR357628
			ERR357629
			ERR357630
			ERR357631
			ERR357632
			ERR357633
			ERR357636
			ERR357638
			ERR357644
			ERR357646
			ERR357654
			ERR357657
			ERR357661
			ERR357757
			ERR357761
			ERR357762
			ERR357764
			ERR357765
			ERR357767
			ERR357770
			ERR357772
			ERR357774
			ERR357778
			ERR357780
			ERR357783
			ERR357784
			ERR357786
			ERR357790
			ERR357791
			ERR357793
			ERR357794
			ERR357795
			ERR357797
			ERR357798
			ERR357800
			ERR357803
			ERR357804
			ERR357809
			ERR357813
			ERR357814
			ERR357815
			ERR357816
			ERR357817
			ERR357818
			ERR357822
			ERR357823
			ERR357825
			ERR357826
			ERR357830
			ERR357833
			ERR357834
			ERR357836
			ERR357838
			ERR357839
			ERR357840
			ERR360442
			ERR360462
			ERR360463
			ERR360465
			ERR360477
			ERR360488
			ERR360489
			ERR360490
			ERR360495
			ERR360507
			ERR360515
			ERR360519
			ERR360520
			ERR360524
			ERR360526
			ERR360528
			ERR360617
			ERR360621
			ERR360623
			ERR360625
			ERR360626
			ERR360628
			ERR360632
			ERR360633
			ERR360647
			ERR360648
			ERR360650
			ERR360656
			ERR360659
			ERR360661
			ERR360665
			ERR360666
			ERR360668
			ERR360669
			ERR360671
			ERR360672
			ERR360673
			ERR360674
			ERR360675
			ERR360676
			ERR360677
			ERR360678
			ERR360679
			ERR360689
			ERR360693
			ERR360694
			ERR360696
			ERR360739
			ERR360740
			ERR360741
			ERR360742
			ERR360743
			ERR360744
			ERR360745
			ERR360747
			ERR360748
			ERR360755
			ERR360758
			ERR360760
			ERR360761
			ERR360762
			ERR360765
			ERR360766
			ERR360769
			ERR360773
			ERR360774
			ERR360778
			ERR360779
			ERR360781
			ERR360783
			ERR360785
			ERR360786
			ERR360787
			ERR360791
			ERR360792
			ERR360793
			ERR360794
			ERR360795
			ERR360797
			ERR360798
			ERR360799
			ERR360805
			ERR360807
			ERR360813
			ERR360815
			ERR360818
			ERR360820
			ERR360824
			ERR360825
			ERR360827
			ERR360830
			ERR360832
			ERR360846
			ERR360889
			ERR360890
			ERR360891
			ERR360949
			ERR360950
			ERR360954
			ERR360955
			ERR360956
			ERR360959
			ERR360965
			ERR360967
			ERR360970
			ERR360976
			ERR360977
			ERR360981
			ERR360985
			ERR360986
			ERR360991
			ERR360992
			ERR360996
			ERR360998
			ERR361000
			ERR420413
			ERR420416
			ERR420420
			ERR420423
			ERR420424
			ERR420425
			ERR420426
			ERR420427
			ERR420428
			ERR420429
			ERR420430
			ERR420433
			ERR420434
			ERR422752
			ERR422757
			ERR422759
			ERR422762
			ERR422764
			ERR422766
			ERR422767
			ERR422769
			ERR422773
			ERR422774
			ERR422781
			ERR422787
			ERR422792
			ERR422796
			ERR422800
			ERR422801
			ERR422804
			ERR422805
			ERR422810
			ERR422813
			ERR422814
			ERR422815
			ERR422817
			ERR422819
			ERR422826
			ERR422828
			ERR422829
			ERR422831
			ERR422832
			ERR422833
			ERR422834
			ERR467103
			ERR485132
			ERR485133
			ERR485139
			ERR657448
			ERR984797
			ERR984825
			SRR1966317
			SRR5500446
			SRR7165488
			SRR7285687
			SRR7439276
